2133,20,100,3,300,S,0,6707179.07,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,9
2134,20,100,3,300,U,0,42097566.84
2135,20,100,3,300,U,0,45346302.03
2136,20,100,3,300,U,0,42446786.88
2137,20,100,3,300,U,0,39026705.98
2138,20,100,3,300,U,0,34622443.91
2139,20,100,3,300,S,0,11642405.03,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2140,22,110,3,330,U,0,170759811.88
2141,22,110,3,330,U,0,167392076.02
2142,22,110,3,330,U,0,133747208.83
2143,22,110,3,330,U,0,131075692.89
2144,22,110,3,330,U,0,134180947.07
2145,22,110,3,330,S,0,77170022.96,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0
2146,22,110,3,330,U,0,61923720.12
2147,22,110,3,330,U,0,113028033.02
2148,22,110,3,330,U,0,49090215.92
